Mcd,KorName
M0125004,"라임병에서의 관절염(A69.2+), 대퇴골"
M0125005,"라임병에서의 관절염(A69.2+), 골반"
M0125006,"라임병에서의 관절염(A69.2+), 고관절"
M0125007,"라임병에서의 관절염(A69.2+), 천장관절"
M0126,"라임병에서의 관절염(A69.2+), 아래다리"
M0126000,"라임병에서의 관절염(A69.2+), 아래다리"
M0126001,"라임병에서의 관절염(A69.2+), 비골"
M0126002,"라임병에서의 관절염(A69.2+), 경골"
M0126003,"라임병에서의 관절염(A69.2+), 무릎관절"
M0127,"라임병에서의 관절염(A69.2+), 발목 및 발"
M0127000,"라임병에서의 관절염(A69.2+), 발목 및 발"
M0127001,"라임병에서의 관절염(A69.2+), 발목"
M0127002,"라임병에서의 관절염(A69.2+), 발"
M0127003,"라임병에서의 관절염(A69.2+), 중족골"
M0127004,"라임병에서의 관절염(A69.2+), 족근골"
M0127005,"라임병에서의 관절염(A69.2+), 발가락"
M0127006,"라임병에서의 관절염(A69.2+), 발목관절"
M0127007,"라임병에서의 관절염(A69.2+), 발의 기타 관절"
M0128,"라임병에서의 관절염(A69.2+), 기타부분"
M0128000,"라임병에서의 관절염(A69.2+), 기타부분"
M0128001,"라임병에서의 관절염(A69.2+), 머리"
M0128002,"라임병에서의 관절염(A69.2+), 목"
M0128003,"라임병에서의 관절염(A69.2+), 늑골"
M0128004,"라임병에서의 관절염(A69.2+), 두개골"
M0128005,"라임병에서의 관절염(A69.2+), 몸통"
M0128006,"라임병에서의 관절염(A69.2+), 척주"
M0129,"라임병에서의 관절염(A69.2+), 상세불명 부분"
M0129000,"라임병에서의 관절염(A69.2+), 상세불명 부분"
M013,달리 분류된 기타 세균질환에서의 관절염
M0130,"달리 분류된 기타 세균질환에서의 관절염, 여러 부위"
M0130000,"달리 분류된 기타 세균질환에서의 관절염, 여러 부위"
M0130001,"나병[한센병]에서의 관절염(A30.-+), 여러 부위"
M0130002,"국소적 살모넬라감염에서의 관절염(A02.2+), 여러 부위"
M0130003,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 여러 부위"
M0130004,"임균 관절염(A54.4+), 여러 부위"
M0131,"달리 분류된 기타 세균질환에서의 관절염, 어깨부분"
M0131000,"달리 분류된 기타 세균질환에서의 관절염, 어깨부분"
M0131001,"달리 분류된 기타 세균질환에서의 관절염, 쇄골"
M0131002,"달리 분류된 기타 세균질환에서의 관절염, 견갑골"
M0131003,"달리 분류된 기타 세균질환에서의 관절염, 견쇄관절"
M0131004,"달리 분류된 기타 세균질환에서의 관절염, 어깨관절"
M0131005,"달리 분류된 기타 세균질환에서의 관절염, 흉쇄관절"
M0131006,"나병[한센병]에서의 관절염(A30.-+), 어깨부분"
M0131007,"나병[한센병]에서의 관절염(A30.-+), 쇄골"
M0131008,"나병[한센병]에서의 관절염(A30.-+), 견갑골"
M0131009,"나병[한센병]에서의 관절염(A30.-+), 견쇄관절"
M0131010,"나병[한센병]에서의 관절염(A30.-+), 어깨관절"
M0131011,"나병[한센병]에서의 관절염(A30.-+), 흉쇄관절"
M0131012,"국소적 살모넬라감염에서의 관절염(A02.2+), 어깨부분"
M0131013,"국소적 살모넬라감염에서의 관절염(A02.2+), 쇄골"
M0131014,"국소적 살모넬라감염에서의 관절염(A02.2+), 견갑골"
M0131015,"국소적 살모넬라감염에서의 관절염(A02.2+), 견쇄관절"
M0131016,"국소적 살모넬라감염에서의 관절염(A02.2+), 어깨관절"
M0131017,"국소적 살모넬라감염에서의 관절염(A02.2+), 흉쇄관절"
M0131018,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 어깨부분"
M0131019,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 쇄골"
M0131020,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 견갑골"
M0131021,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 견쇄관절"
M0131022,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 어깨관절"
M0131023,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 흉쇄관절"
M0131024,"임균 관절염(A54.4+), 어깨부분"
M0131025,"임균 관절염(A54.4+), 쇄골"
M0131026,"임균 관절염(A54.4+), 견갑골"
M0131027,"임균 관절염(A54.4+), 견쇄관절"
M0131028,"임균 관절염(A54.4+), 어깨관절"
M0131029,"임균 관절염(A54.4+), 흉쇄관절"
M0132,"달리 분류된 기타 세균질환에서의 관절염, 위팔"
M0132000,"달리 분류된 기타 세균질환에서의 관절염, 위팔"
M0132001,"달리 분류된 기타 세균질환에서의 관절염, 상완골"
M0132002,"달리 분류된 기타 세균질환에서의 관절염, 팔꿈치관절"
M0132003,"나병[한센병]에서의 관절염(A30.-+), 위팔"
M0132004,"나병[한센병]에서의 관절염(A30.-+), 상완골"
M0132005,"나병[한센병]에서의 관절염(A30.-+), 팔꿈치관절"
M0132006,"국소적 살모넬라감염에서의 관절염(A02.2+), 위팔"
M0132007,"국소적 살모넬라감염에서의 관절염(A02.2+), 상완골"
M0234002,"라이터병, 손가락"
M0132008,"국소적 살모넬라감염에서의 관절염(A02.2+), 팔꿈치관절"
M0132009,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 위팔"
M0132010,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 상완골"
M0132011,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 팔꿈치관절"
M0132012,"임균 관절염(A54.4+), 위팔"
M0132013,"임균 관절염(A54.4+), 상완골"
M0132014,"임균 관절염(A54.4+), 팔꿈치관절"
M0133,"달리 분류된 기타 세균질환에서의 관절염, 아래팔"
M0133000,"달리 분류된 기타 세균질환에서의 관절염, 아래팔"
M0133001,"달리 분류된 기타 세균질환에서의 관절염, 요골"
M0133002,"달리 분류된 기타 세균질환에서의 관절염, 척골"
M0133003,"달리 분류된 기타 세균질환에서의 관절염, 손목관절"
M0133004,"나병[한센병]에서의 관절염(A30.-+), 아래팔"
M0133005,"나병[한센병]에서의 관절염(A30.-+), 요골"
M0133006,"나병[한센병]에서의 관절염(A30.-+), 척골"
M0133007,"나병[한센병]에서의 관절염(A30.-+), 손목관절"
M0133008,"국소적 살모넬라감염에서의 관절염(A02.2+), 아래팔"
M0133009,"국소적 살모넬라감염에서의 관절염(A02.2+), 요골"
M0133010,"국소적 살모넬라감염에서의 관절염(A02.2+), 척골"
M0133011,"국소적 살모넬라감염에서의 관절염(A02.2+), 손목관절"
M0133012,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 아래팔"
M0133013,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 요골"
M0133014,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 척골"
M0133015,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 손목관절"
M0133016,"임균 관절염(A54.4+), 아래팔"
M0133017,"임균 관절염(A54.4+), 요골"
M0133018,"임균 관절염(A54.4+), 척골"
M0133019,"임균 관절염(A54.4+), 손목관절"
M0134,"달리 분류된 기타 세균질환에서의 관절염, 손"
M0134000,"달리 분류된 기타 세균질환에서의 관절염, 손"
M0134001,"달리 분류된 기타 세균질환에서의 관절염, 수근골"
M0134002,"달리 분류된 기타 세균질환에서의 관절염, 손가락"
M0134003,"달리 분류된 기타 세균질환에서의 관절염, 중수골"
M0134004,"달리 분류된 기타 세균질환에서의 관절염, 수근골관절"
M0134005,"달리 분류된 기타 세균질환에서의 관절염, 손가락관절"
M0134006,"달리 분류된 기타 세균질환에서의 관절염, 중수골관절"
M0134007,"나병[한센병]에서의 관절염(A30.-+), 손"
M0134008,"나병[한센병]에서의 관절염(A30.-+), 수근골"
M0134009,"나병[한센병]에서의 관절염(A30.-+), 손가락"
M0134010,"나병[한센병]에서의 관절염(A30.-+), 중수골"
M0134011,"나병[한센병]에서의 관절염(A30.-+), 수근골관절"
M0134012,"나병[한센병]에서의 관절염(A30.-+), 손가락관절"
M0134013,"나병[한센병]에서의 관절염(A30.-+), 중수골관절"
M0134014,"국소적 살모넬라감염에서의 관절염(A02.2+), 손"
M0134015,"국소적 살모넬라감염에서의 관절염(A02.2+), 수근골"
M0134016,"국소적 살모넬라감염에서의 관절염(A02.2+), 손가락"
M0134017,"국소적 살모넬라감염에서의 관절염(A02.2+), 중수골"
M0134018,"국소적 살모넬라감염에서의 관절염(A02.2+), 수근골관절"
M0134019,"국소적 살모넬라감염에서의 관절염(A02.2+), 손가락관절"
M0134020,"국소적 살모넬라감염에서의 관절염(A02.2+), 중수골관절"
M0134021,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 손"
M0134022,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 수근골"
M0134023,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 손가락"
M0134024,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 중수골"
M0134025,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 수근골관절"
M0134026,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 손가락관절"
M0134027,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 중수골관절"
M0134028,"임균 관절염(A54.4+), 손"
M0134029,"임균 관절염(A54.4+), 수근골"
M0134030,"임균 관절염(A54.4+), 손가락"
M0134031,"임균 관절염(A54.4+), 중수골"
M0134032,"임균 관절염(A54.4+), 수근골관절"
M0134033,"임균 관절염(A54.4+), 손가락관절"
M0134034,"임균 관절염(A54.4+), 중수골관절"
M0135,"달리 분류된 기타 세균질환에서의 관절염, 골반부분 및 대퇴"
M0135000,"달리 분류된 기타 세균질환에서의 관절염, 골반부분 및 대퇴"
M0135001,"달리 분류된 기타 세균질환에서의 관절염, 골반부분"
M0135002,"달리 분류된 기타 세균질환에서의 관절염, 대퇴"
M0135003,"달리 분류된 기타 세균질환에서의 관절염, 둔부"
M0135004,"달리 분류된 기타 세균질환에서의 관절염, 대퇴골"
M0135005,"달리 분류된 기타 세균질환에서의 관절염, 골반"
M0135006,"달리 분류된 기타 세균질환에서의 관절염, 고관절"
M0135007,"달리 분류된 기타 세균질환에서의 관절염, 천장관절"
M0135008,"나병[한센병]에서의 관절염(A30.-+), 골반부분 및 대퇴"
M0135009,"나병[한센병]에서의 관절염(A30.-+), 골반부분"
M0135010,"나병[한센병]에서의 관절염(A30.-+), 대퇴"
M0135011,"나병[한센병]에서의 관절염(A30.-+), 둔부"
M0135012,"나병[한센병]에서의 관절염(A30.-+), 대퇴골"
M0135013,"나병[한센병]에서의 관절염(A30.-+), 골반"
M0135014,"나병[한센병]에서의 관절염(A30.-+), 고관절"
M0135015,"나병[한센병]에서의 관절염(A30.-+), 천장관절"
M0135016,"국소적 살모넬라감염에서의 관절염(A02.2+), 골반부분 및 대퇴"
M0135017,"국소적 살모넬라감염에서의 관절염(A02.2+), 골반부분"
M0135018,"국소적 살모넬라감염에서의 관절염(A02.2+), 대퇴"
M0135019,"국소적 살모넬라감염에서의 관절염(A02.2+), 둔부"
M0135020,"국소적 살모넬라감염에서의 관절염(A02.2+), 대퇴골"
M0135021,"국소적 살모넬라감염에서의 관절염(A02.2+), 골반"
M0135022,"국소적 살모넬라감염에서의 관절염(A02.2+), 고관절"
M0135023,"국소적 살모넬라감염에서의 관절염(A02.2+), 천장관절"
M0135024,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 골반부분 및 대퇴"
M0135025,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 골반부분"
M0135026,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 대퇴"
M0135027,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 둔부"
M0135028,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 대퇴골"
M0135029,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 골반"
M0135030,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 고관절"
M0135031,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 천장관절"
M0135032,"임균 관절염(A54.4+), 골반부분 및 대퇴"
M0135033,"임균 관절염(A54.4+), 골반부분"
M0135034,"임균 관절염(A54.4+), 대퇴"
M0135035,"임균 관절염(A54.4+), 둔부"
M0135036,"임균 관절염(A54.4+), 대퇴골"
M0135037,"임균 관절염(A54.4+), 골반"
M0135038,"임균 관절염(A54.4+), 고관절"
M0135039,"임균 관절염(A54.4+), 천장관절"
M0136,"달리 분류된 기타 세균질환에서의 관절염, 아래다리"
M0136000,"달리 분류된 기타 세균질환에서의 관절염, 아래다리"
M0136001,"달리 분류된 기타 세균질환에서의 관절염, 비골"
M0136002,"달리 분류된 기타 세균질환에서의 관절염, 경골"
M0136003,"달리 분류된 기타 세균질환에서의 관절염, 무릎관절"
M0136004,"나병[한센병]에서의 관절염(A30.-+), 아래다리"
M0136005,"나병[한센병]에서의 관절염(A30.-+), 비골"
M0136006,"나병[한센병]에서의 관절염(A30.-+), 경골"
M0136007,"나병[한센병]에서의 관절염(A30.-+), 무릎관절"
M0136008,"국소적 살모넬라감염에서의 관절염(A02.2+), 아래다리"
M0136009,"국소적 살모넬라감염에서의 관절염(A02.2+), 비골"
M0136010,"국소적 살모넬라감염에서의 관절염(A02.2+), 경골"
M0136011,"국소적 살모넬라감염에서의 관절염(A02.2+), 무릎관절"
M0136012,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 아래다리"
M0136013,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 비골"
M0136014,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 경골"
M0136015,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 무릎관절"
M0136016,"임균 관절염(A54.4+), 아래다리"
M0136017,"임균 관절염(A54.4+), 비골"
M0136018,"임균 관절염(A54.4+), 경골"
M0136019,"임균 관절염(A54.4+), 무릎관절"
M0137,"달리 분류된 기타 세균질환에서의 관절염, 발목 및 발"
M0137000,"달리 분류된 기타 세균질환에서의 관절염, 발목 및 발"
M0137001,"달리 분류된 기타 세균질환에서의 관절염, 발목"
M0137002,"달리 분류된 기타 세균질환에서의 관절염, 발"
M0137003,"달리 분류된 기타 세균질환에서의 관절염, 중족골"
M0137004,"달리 분류된 기타 세균질환에서의 관절염, 족근골"
M0137005,"달리 분류된 기타 세균질환에서의 관절염, 발가락"
M0137006,"달리 분류된 기타 세균질환에서의 관절염, 발목관절"
M0137007,"달리 분류된 기타 세균질환에서의 관절염, 발의 기타 관절"
M0137008,"나병[한센병]에서의 관절염(A30.-+), 발목 및 발"
M0137009,"나병[한센병]에서의 관절염(A30.-+), 발목"
M0137010,"나병[한센병]에서의 관절염(A30.-+), 발"
M0137011,"나병[한센병]에서의 관절염(A30.-+), 중족골"
M0137012,"나병[한센병]에서의 관절염(A30.-+), 족근골"
M0137013,"나병[한센병]에서의 관절염(A30.-+), 발가락"
M0137014,"나병[한센병]에서의 관절염(A30.-+), 발목관절"
M0137015,"나병[한센병]에서의 관절염(A30.-+), 발의 기타 관절"
M0137016,"국소적 살모넬라감염에서의 관절염(A02.2+), 발목 및 발"
M0137017,"국소적 살모넬라감염에서의 관절염(A02.2+), 발목"
M0137018,"국소적 살모넬라감염에서의 관절염(A02.2+), 발"
M0137019,"국소적 살모넬라감염에서의 관절염(A02.2+), 중족골"
M0138029,"임균 관절염(A54.4+), 머리"
M0137020,"국소적 살모넬라감염에서의 관절염(A02.2+), 족근골"
M0137021,"국소적 살모넬라감염에서의 관절염(A02.2+), 발가락"
M0137022,"국소적 살모넬라감염에서의 관절염(A02.2+), 발목관절"
M0137023,"국소적 살모넬라감염에서의 관절염(A02.2+), 발의 기타 관절"
M0137024,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발목 및 발"
M0137025,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발목"
M0137026,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발"
M0137027,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 중족골"
M0137028,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 족근골"
M0137029,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발가락"
M0137030,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발목관절"
M0137031,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 발의 기타 관절"
M0137032,"임균 관절염(A54.4+), 발목 및 발"
M0137033,"임균 관절염(A54.4+), 발목"
M0137034,"임균 관절염(A54.4+), 발"
M0137035,"임균 관절염(A54.4+), 중족골"
M0137036,"임균 관절염(A54.4+), 족근골"
M0137037,"임균 관절염(A54.4+), 발가락"
M0137038,"임균 관절염(A54.4+), 발목관절"
M0137039,"임균 관절염(A54.4+), 발의 기타 관절"
M0138,"달리 분류된 기타 세균질환에서의 관절염, 기타부분"
M0138000,"달리 분류된 기타 세균질환에서의 관절염, 기타부분"
M0138001,"달리 분류된 기타 세균질환에서의 관절염, 머리"
M0138002,"달리 분류된 기타 세균질환에서의 관절염, 목"
M0138003,"달리 분류된 기타 세균질환에서의 관절염, 늑골"
M0138004,"달리 분류된 기타 세균질환에서의 관절염, 두개골"
M0138005,"달리 분류된 기타 세균질환에서의 관절염, 몸통"
M0138006,"달리 분류된 기타 세균질환에서의 관절염, 척주"
M0138007,"나병[한센병]에서의 관절염(A30.-+), 기타부분"
M0138008,"나병[한센병]에서의 관절염(A30.-+), 머리"
M0138009,"나병[한센병]에서의 관절염(A30.-+), 목"
M0138010,"나병[한센병]에서의 관절염(A30.-+), 늑골"
M0138011,"나병[한센병]에서의 관절염(A30.-+), 두개골"
M0138012,"나병[한센병]에서의 관절염(A30.-+), 몸통"
M0138013,"나병[한센병]에서의 관절염(A30.-+), 척주"
M0138014,"국소적 살모넬라감염에서의 관절염(A02.2+), 기타부분"
M0138015,"국소적 살모넬라감염에서의 관절염(A02.2+), 머리"
M0138016,"국소적 살모넬라감염에서의 관절염(A02.2+), 목"
M0138017,"국소적 살모넬라감염에서의 관절염(A02.2+), 늑골"
M0138018,"국소적 살모넬라감염에서의 관절염(A02.2+), 두개골"
M0138019,"국소적 살모넬라감염에서의 관절염(A02.2+), 몸통"
M0138020,"국소적 살모넬라감염에서의 관절염(A02.2+), 척주"
M0138021,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 기타부분"
M0138022,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 머리"
M0138023,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 목"
M0138024,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 늑골"
M0138025,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 두개골"
M0138026,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 몸통"
M0138027,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 척주"
M0138028,"임균 관절염(A54.4+), 기타부분"
M0138030,"임균 관절염(A54.4+), 목"
M0138031,"임균 관절염(A54.4+), 늑골"
M0138032,"임균 관절염(A54.4+), 두개골"
M0138033,"임균 관절염(A54.4+), 몸통"
M0138034,"임균 관절염(A54.4+), 척주"
M0139,"달리 분류된 기타 세균질환에서의 관절염, 상세불명 부분"
M0139000,"달리 분류된 기타 세균질환에서의 관절염, 상세불명 부분"
M0139001,"나병[한센병]에서의 관절염(A30.-+), 상세불명 부분"
M0139002,"국소적 살모넬라감염에서의 관절염(A02.2+), 상세불명 부분"
M0139003,"장티푸스 및 파라티푸스에서의 관절염(A01.-+), 상세불명 부분"
M0139004,"임균 관절염(A54.4+), 상세불명 부분"
M014,풍진 관절염(B06.8+)
M0140,"풍진 관절염(B06.8+), 여러 부위"
M0140000,"풍진 관절염(B06.8+), 여러 부위"
M0141,"풍진 관절염(B06.8+), 어깨부분"
M0141000,"풍진 관절염(B06.8+), 어깨부분"
M0141001,"풍진 관절염(B06.8+), 쇄골"
M0141002,"풍진 관절염(B06.8+), 견갑골"
M0141003,"풍진 관절염(B06.8+), 견쇄관절"
M0141004,"풍진 관절염(B06.8+), 어깨관절"
M0141005,"풍진 관절염(B06.8+), 흉쇄관절"
M0142,"풍진 관절염(B06.8+), 위팔"
M0142000,"풍진 관절염(B06.8+), 위팔"
M0142001,"풍진 관절염(B06.8+), 상완골"
M0142002,"풍진 관절염(B06.8+), 팔꿈치관절"
M0143,"풍진 관절염(B06.8+), 아래팔"
M0143000,"풍진 관절염(B06.8+), 아래팔"
M0143001,"풍진 관절염(B06.8+), 요골"
M0143002,"풍진 관절염(B06.8+), 척골"
M0143003,"풍진 관절염(B06.8+), 손목관절"
M0144,"풍진 관절염(B06.8+), 손"
M0144000,"풍진 관절염(B06.8+), 손"
M0144001,"풍진 관절염(B06.8+), 수근골"
M0144002,"풍진 관절염(B06.8+), 손가락"
M0144003,"풍진 관절염(B06.8+), 중수골"
M0144004,"풍진 관절염(B06.8+), 수근골관절"
M0144005,"풍진 관절염(B06.8+), 손가락관절"
M0144006,"풍진 관절염(B06.8+), 중수골관절"
M0145,"풍진 관절염(B06.8+), 골반부분 및 대퇴"
M0145000,"풍진 관절염(B06.8+), 골반부분 및 대퇴"
M0145001,"풍진 관절염(B06.8+), 골반부분"
M0145002,"풍진 관절염(B06.8+), 대퇴"
M0145003,"풍진 관절염(B06.8+), 둔부"
M0145004,"풍진 관절염(B06.8+), 대퇴골"
M0145005,"풍진 관절염(B06.8+), 골반"
M0145006,"풍진 관절염(B06.8+), 고관절"
M0145007,"풍진 관절염(B06.8+), 천장관절"
M0146,"풍진 관절염(B06.8+), 아래다리"
M0146000,"풍진 관절염(B06.8+), 아래다리"
M0146001,"풍진 관절염(B06.8+), 비골"
M0146002,"풍진 관절염(B06.8+), 경골"
M0146003,"풍진 관절염(B06.8+), 무릎관절"
M0147,"풍진 관절염(B06.8+), 발목 및 발"
M0147000,"풍진 관절염(B06.8+), 발목 및 발"
M0147001,"풍진 관절염(B06.8+), 발목"
M0147002,"풍진 관절염(B06.8+), 발"
M0147003,"풍진 관절염(B06.8+), 중족골"
M0147004,"풍진 관절염(B06.8+), 족근골"
M0147005,"풍진 관절염(B06.8+), 발가락"
M0147006,"풍진 관절염(B06.8+), 발목관절"
M0147007,"풍진 관절염(B06.8+), 발의 기타 관절"
M0148,"풍진 관절염(B06.8+), 기타부분"
M0148000,"풍진 관절염(B06.8+), 기타부분"
M0148001,"풍진 관절염(B06.8+), 머리"
M0148002,"풍진 관절염(B06.8+), 목"
M0148003,"풍진 관절염(B06.8+), 늑골"
M0148004,"풍진 관절염(B06.8+), 두개골"
M0148005,"풍진 관절염(B06.8+), 몸통"
M0148006,"풍진 관절염(B06.8+), 척주"
M0149,"풍진 관절염(B06.8+), 상세불명 부분"
M0149000,"풍진 관절염(B06.8+), 상세불명 부분"
M015,달리 분류된 기타 바이러스질환에서의 관절염
M0150,"달리 분류된 기타 바이러스질환에서의 관절염, 여러 부위"
M0150000,"달리 분류된 기타 바이러스질환에서의 관절염, 여러 부위"
M0150001,"볼거리에서의 관절염(B26.8+), 여러 부위"
M0150002,"오뇽뇽열에서의 관절염(A92.1+), 여러 부위"
M0151,"달리 분류된 기타 바이러스질환에서의 관절염, 어깨부분"
M0151000,"달리 분류된 기타 바이러스질환에서의 관절염, 어깨부분"
M0151001,"달리 분류된 기타 바이러스질환에서의 관절염, 쇄골"
M0151002,"달리 분류된 기타 바이러스질환에서의 관절염, 견갑골"
M0151003,"달리 분류된 기타 바이러스질환에서의 관절염, 견쇄관절"
M0151004,"달리 분류된 기타 바이러스질환에서의 관절염, 어깨관절"
M0151005,"달리 분류된 기타 바이러스질환에서의 관절염, 흉쇄관절"
M0151006,"볼거리에서의 관절염(B26.8+), 어깨부분"
M0151007,"볼거리에서의 관절염(B26.8+), 쇄골"
M0151008,"볼거리에서의 관절염(B26.8+), 견갑골"
M0151009,"볼거리에서의 관절염(B26.8+), 견쇄관절"
M0151010,"볼거리에서의 관절염(B26.8+), 어깨관절"
M0151011,"볼거리에서의 관절염(B26.8+), 흉쇄관절"
M0151012,"오뇽뇽열에서의 관절염(A92.1+), 어깨부분"
M0151013,"오뇽뇽열에서의 관절염(A92.1+), 쇄골"
M0151014,"오뇽뇽열에서의 관절염(A92.1+), 견갑골"
M0151015,"오뇽뇽열에서의 관절염(A92.1+), 견쇄관절"
M0151016,"오뇽뇽열에서의 관절염(A92.1+), 어깨관절"
M0151017,"오뇽뇽열에서의 관절염(A92.1+), 흉쇄관절"
M0152,"달리 분류된 기타 바이러스질환에서의 관절염, 위팔"
M0152000,"달리 분류된 기타 바이러스질환에서의 관절염, 위팔"
M0152001,"달리 분류된 기타 바이러스질환에서의 관절염, 상완골"
M0152002,"달리 분류된 기타 바이러스질환에서의 관절염, 팔꿈치관절"
M0152003,"볼거리에서의 관절염(B26.8+), 위팔"
M0152004,"볼거리에서의 관절염(B26.8+), 상완골"
M0152005,"볼거리에서의 관절염(B26.8+), 팔꿈치관절"
M0152006,"오뇽뇽열에서의 관절염(A92.1+), 위팔"
M0152007,"오뇽뇽열에서의 관절염(A92.1+), 상완골"
M0152008,"오뇽뇽열에서의 관절염(A92.1+), 팔꿈치관절"
M0153,"달리 분류된 기타 바이러스질환에서의 관절염, 아래팔"
M0153000,"달리 분류된 기타 바이러스질환에서의 관절염, 아래팔"
M0153001,"달리 분류된 기타 바이러스질환에서의 관절염, 요골"
M0153002,"달리 분류된 기타 바이러스질환에서의 관절염, 척골"
M0153003,"달리 분류된 기타 바이러스질환에서의 관절염, 손목관절"
M0153004,"볼거리에서의 관절염(B26.8+), 아래팔"
M0153005,"볼거리에서의 관절염(B26.8+), 요골"
M0153006,"볼거리에서의 관절염(B26.8+), 척골"
M0153007,"볼거리에서의 관절염(B26.8+), 손목관절"
M0153008,"오뇽뇽열에서의 관절염(A92.1+), 아래팔"
M0153009,"오뇽뇽열에서의 관절염(A92.1+), 요골"
M0153010,"오뇽뇽열에서의 관절염(A92.1+), 척골"
M0896002,"상세불명의 연소성 관절염, 경골"
M0153011,"오뇽뇽열에서의 관절염(A92.1+), 손목관절"
M0154,"달리 분류된 기타 바이러스질환에서의 관절염, 손"
M0154000,"달리 분류된 기타 바이러스질환에서의 관절염, 손"
M0154001,"달리 분류된 기타 바이러스질환에서의 관절염, 수근골"
M0154002,"달리 분류된 기타 바이러스질환에서의 관절염, 손가락"
M0154003,"달리 분류된 기타 바이러스질환에서의 관절염, 중수골"
M0154004,"달리 분류된 기타 바이러스질환에서의 관절염, 수근골관절"
M0503000,"펠티 증후군, 아래팔"
M0503001,"펠티 증후군, 요골"
M0503002,"펠티 증후군, 척골"
M0503003,"펠티 증후군, 손목관절"
M0503004,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 아래팔"
M0503005,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 요골"
M0503006,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 척골"
M0503007,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 손목관절"
M0504,"펠티 증후군, 손"
M0504000,"펠티 증후군, 손"
M0504001,"펠티 증후군, 수근골"
M0504002,"펠티 증후군, 손가락"
M0504003,"펠티 증후군, 중수골"
M0504004,"펠티 증후군, 수근골관절"
M0504005,"펠티 증후군, 손가락관절"
M0504006,"펠티 증후군, 중수골관절"
M0504007,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 손"
M0504008,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 수근골"
M0504009,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 손가락"
M0504010,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 중수골"
M0504011,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 수근골관절"
M0504012,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 손가락관절"
M0504013,"비장림프절비대 및 백혈구감소가 동반된 류마티스관절염, 중수골관절"
M0505,"펠티 증후군, 골반부분 및 대퇴"
M0505000,"펠티 증후군, 골반부분 및 대퇴"
M0505001,"펠티 증후군, 골반부분"
